,Master,Sub.plate,Treatment,Strain,OD,Read,Time
494,2,1,Basal,ECOR40,0.07,3,3.156922946
495,2,1,Basal,ECOR40,0.2552,6,6.694534359
496,2,1,Basal,ECOR40,0.5769,19,22.03336465
497,2,1,Basal,ECOR40,0.5237,29,33.82140511
498,2,1,Basal,ECOR40,0.51,31,36.19927704
499,2,1,Basal,ECOR40,0.4566,39,45.67661064
500,2,1,Basal,ECOR40,0.4638,38,44.49341803
501,2,1,Basal,ECOR40,0.5827,18,20.83296632
502,2,1,Basal,ECOR40,0.517,30,35.00910426
503,2,1,Basal,ECOR40,0.4405,9,10.21682352
504,2,1,Basal,ECOR40,0.545,12,13.76610629
505,2,1,Basal,ECOR40,0.5457,25,29.10941128
506,2,1,Basal,ECOR40,0.4832,35,40.9129041
507,2,1,Basal,ECOR40,0.4692,37,43.3040658
508,2,1,Basal,ECOR40,0.5391,26,30.29043449
509,2,1,Basal,ECOR40,0.0455,2,1.98315776
510,2,1,Basal,ECOR40,0.1447,4,4.334317926
511,2,1,Basal,ECOR40,0.5691,21,24.39040071
512,2,1,Basal,ECOR40,0.4762,36,42.12207078
513,2,1,Basal,ECOR40,0.5725,14,16.11730224
514,2,1,Basal,ECOR40,0.2151,5,5.517448262
515,2,1,Basal,ECOR40,0.5292,28,32.63942212
516,2,1,Basal,ECOR40,0.5763,16,18.47534412
517,2,1,Basal,ECOR40,0.4915,34,39.72435887
518,2,1,Basal,ECOR40,0.45,40,46.84257665
519,2,1,Basal,ECOR40,0.4452,41,48.01032845
520,2,1,Basal,ECOR40,0.5205,11,12.59346041
521,2,1,Basal,ECOR40,0.0432,1,0.812170847
522,2,1,Basal,ECOR40,0.3166,7,7.866225446
523,2,1,Basal,ECOR40,0.384,8,9.039175424
524,2,1,Basal,ECOR40,0.5774,15,17.2938958
525,2,1,Basal,ECOR40,0.564,22,25.56719564
526,2,1,Basal,ECOR40,0.4983,33,38.55373448
527,2,1,Basal,ECOR40,0.5521,24,27.92518027
528,2,1,Basal,ECOR40,0.5551,13,14.93681837
529,2,1,Basal,ECOR40,0.5041,32,37.37622185
530,2,1,Basal,ECOR40,0.5764,17,19.66079154
531,2,1,Basal,ECOR40,0.5733,20,23.21704056
532,2,1,Basal,ECOR40,0.5576,23,26.74800424
533,2,1,Basal,ECOR40,0.4837,10,11.40481274
534,2,1,Basal,707448,0.8657,30,35.00704546
535,2,1,Basal,707448,0.8965,39,45.67455143
536,2,1,Basal,707448,0.8499,22,25.56513685
537,2,1,Basal,707448,0.2422,5,5.51538988
538,2,1,Basal,707448,0.8721,25,29.10735248
539,2,1,Basal,707448,0.2777,6,6.692475976
540,2,1,Basal,707448,0.6698,41,48.00826842
541,2,1,Basal,707448,0.914,38,44.49135883
542,2,1,Basal,707448,0.4013,10,11.40275395
543,2,1,Basal,707448,0.6409,18,20.83090752
544,2,1,Basal,707448,0.0494,1,0.810112464
545,2,1,Basal,707448,0.4359,11,12.59140121
546,2,1,Basal,707448,0.9363,40,46.84051704
547,2,1,Basal,707448,0.0927,2,1.981098967
548,2,1,Basal,707448,0.3381,8,9.037117042
549,2,1,Basal,707448,0.8264,20,23.21498177
550,2,1,Basal,707448,0.8786,26,30.2883757
551,2,1,Basal,707448,0.965,34,39.72229966
552,2,1,Basal,707448,0.8333,27,31.46099221
553,2,1,Basal,707448,0.7844,19,22.03130422
554,2,1,Basal,707448,0.8185,21,24.38834191
555,2,1,Basal,707448,0.8461,28,32.63736333
556,2,1,Basal,707448,0.8781,29,33.81934591
557,2,1,Basal,707448,0.9259,37,43.3020066
558,2,1,Basal,707448,0.3081,7,7.864167063
559,2,1,Basal,707448,0.8865,24,27.92312107
560,2,1,Basal,707448,0.5139,14,16.11524262
561,2,1,Basal,707448,0.2203,4,4.332259133
562,2,1,Basal,707448,0.1827,3,3.154864563
563,2,1,Basal,707448,0.9544,33,38.55167363
564,2,1,Basal,707448,0.5707,17,19.6587311
565,2,1,Basal,707448,0.9186,36,42.12000952
566,2,1,Basal,707448,0.8564,23,26.74594545
567,2,1,Basal,707448,0.5347,15,17.29183741
568,2,1,Basal,707448,0.9036,31,36.19721783
569,2,1,Basal,707448,0.5559,16,18.47328574
570,2,1,Basal,707448,0.3694,9,10.21476514
571,2,1,Basal,707448,0.9172,35,40.91084489
572,2,1,Basal,707448,0.4875,13,14.93475999
573,2,1,Basal,707448,0.4658,12,13.76404791
574,2,1,Basal,707448,0.9366,32,37.37416265
575,2,1,Basal,707970,0.5312,23,26.74571669
576,2,1,Basal,707970,0.4401,38,44.49113003
577,2,1,Basal,707970,0.1845,3,3.154635854
578,2,1,Basal,707970,0.5246,25,29.10712373
579,2,1,Basal,707970,0.4709,33,38.55144465
580,2,1,Basal,707970,0.2387,4,4.332030378
581,2,1,Basal,707970,0.5378,15,17.2916087
582,2,1,Basal,707970,0.5366,17,19.65850216
583,2,1,Basal,707970,0.4513,9,10.21453643
584,2,1,Basal,707970,0.5112,13,14.93453128
585,2,1,Basal,707970,0.5156,14,16.11501378
586,2,1,Basal,707970,0.4276,39,45.67432263
587,2,1,Basal,707970,0.5456,24,27.92289227
588,2,1,Basal,707970,0.5376,21,24.38811316
589,2,1,Basal,707970,0.4809,31,36.19698903
590,2,1,Basal,707970,0.5309,16,18.47305703
591,2,1,Basal,707970,0.4812,32,37.37393385
592,2,1,Basal,707970,0.4931,28,32.63713457
593,2,1,Basal,707970,0.5449,20,23.21475301
594,2,1,Basal,707970,0.4827,11,12.59117241
595,2,1,Basal,707970,0.5517,19,22.03107528
596,2,1,Basal,707970,0.5245,27,31.46076341
597,2,1,Basal,707970,0.4588,34,39.72207086
598,2,1,Basal,707970,0.5027,12,13.7638192
599,2,1,Basal,707970,0.3238,6,6.692247267
600,2,1,Basal,707970,0.5279,22,25.56490809
601,2,1,Basal,707970,0.0463,1,0.809883755
602,2,1,Basal,707970,0.4565,35,40.91061609
603,2,1,Basal,707970,0.4181,40,46.84028819
604,2,1,Basal,707970,0.0789,2,1.980870212
605,2,1,Basal,707970,0.5432,18,20.83067877
606,2,1,Basal,707970,0.5199,26,30.28814695
607,2,1,Basal,707970,0.2768,5,5.51516117
608,2,1,Basal,707970,0.374,7,7.863938354
609,2,1,Basal,707970,0.4931,29,33.81911711
610,2,1,Basal,707970,0.4358,37,43.3017778
611,2,1,Basal,707970,0.4113,41,48.00803953
612,2,1,Basal,707970,0.466,10,11.4025252
613,2,1,Basal,707970,0.4958,30,35.00681671
614,2,1,Basal,707970,0.4062,8,9.036888333
615,2,1,Basal,707970,0.4415,36,42.11978049
616,2,1,Basal,ECOR12,0.5346,36,42.11955146
617,2,1,Basal,ECOR12,0.3911,9,10.21430772
618,2,1,Basal,ECOR12,0.5658,33,38.55121567
619,2,1,Basal,ECOR12,0.5997,25,29.10689497
620,2,1,Basal,ECOR12,0.4599,11,12.59094361
621,2,1,Basal,ECOR12,0.5784,20,23.21452426
622,2,1,Basal,ECOR12,0.4261,10,11.40229644
623,2,1,Basal,ECOR12,0.2959,6,6.692018558
624,2,1,Basal,ECOR12,0.1607,3,3.154407145
625,2,1,Basal,ECOR12,0.5914,22,25.56467934
626,2,1,Basal,ECOR12,0.5908,23,26.74548794
627,2,1,Basal,ECOR12,0.5476,16,18.47282832
628,2,1,Basal,ECOR12,0.5981,26,30.28791819
629,2,1,Basal,ECOR12,0.6058,28,32.63690582
630,2,1,Basal,ECOR12,0.5077,38,44.49090123
631,2,1,Basal,ECOR12,0.5197,14,16.11478493
632,2,1,Basal,ECOR12,0.5978,30,35.00658795
633,2,1,Basal,ECOR12,0.4941,41,48.00781064
634,2,1,Basal,ECOR12,0.5357,15,17.29138
635,2,1,Basal,ECOR12,0.5939,24,27.92266347
636,2,1,Basal,ECOR12,0.553,17,19.65827323
637,2,1,Basal,ECOR12,0.3265,7,7.863709645
638,2,1,Basal,ECOR12,0.0549,1,0.809655046
639,2,1,Basal,ECOR12,0.3591,8,9.036659624
640,2,1,Basal,ECOR12,0.573,19,22.03084634
641,2,1,Basal,ECOR12,0.4818,12,13.76359049
642,2,1,Basal,ECOR12,0.0816,2,1.980641457
643,2,1,Basal,ECOR12,0.5807,21,24.3878844
644,2,1,Basal,ECOR12,0.2377,4,4.331801624
645,2,1,Basal,ECOR12,0.5387,35,40.91038729
646,2,1,Basal,ECOR12,0.5495,34,39.72184206
647,2,1,Basal,ECOR12,0.5233,37,43.301549
648,2,1,Basal,ECOR12,0.6087,29,33.81888831
649,2,1,Basal,ECOR12,0.5023,39,45.67409383
650,2,1,Basal,ECOR12,0.5896,31,36.19676023
651,2,1,Basal,ECOR12,0.2658,5,5.514932461
652,2,1,Basal,ECOR12,0.577,32,37.37370505
653,2,1,Basal,ECOR12,0.5028,13,14.93430257
654,2,1,Basal,ECOR12,0.5698,18,20.83045001
655,2,1,Basal,ECOR12,0.6088,27,31.46053461
656,2,1,Basal,ECOR12,0.5058,40,46.84005935
657,2,1,Basal,ECOR44,0.0418,1,0.811942138
658,2,1,Basal,ECOR44,0.5535,34,39.72413007
659,2,1,Basal,ECOR44,0.2299,6,6.69430565
660,2,1,Basal,ECOR44,0.5414,37,43.303837
661,2,1,Basal,ECOR44,0.0439,2,1.982929005
662,2,1,Basal,ECOR44,0.0677,3,3.156694236
663,2,1,Basal,ECOR44,0.6217,20,23.21681181
664,2,1,Basal,ECOR44,0.5747,30,35.0088755
665,2,1,Basal,ECOR44,0.3276,8,9.038946715
666,2,1,Basal,ECOR44,0.6051,25,29.10918252
667,2,1,Basal,ECOR44,0.2745,7,7.865996737
668,2,1,Basal,ECOR44,0.518,12,13.76587758
669,2,1,Basal,ECOR44,0.2015,5,5.517219553
670,2,1,Basal,ECOR44,0.5349,38,44.49318923
671,2,1,Basal,ECOR44,0.5485,36,42.12184175
672,2,1,Basal,ECOR44,0.5761,15,17.29366709
673,2,1,Basal,ECOR44,0.5209,41,48.01009955
674,2,1,Basal,ECOR44,0.5315,39,45.67638184
675,2,1,Basal,ECOR44,0.5848,28,32.63919337
676,2,1,Basal,ECOR44,0.3806,9,10.21659481
677,2,1,Basal,ECOR44,0.5916,27,31.46282261
678,2,1,Basal,ECOR44,0.5506,35,40.9126753
679,2,1,Basal,ECOR44,0.5978,26,30.29020574
680,2,1,Basal,ECOR44,0.5635,14,16.11707339
681,2,1,Basal,ECOR44,0.5692,31,36.19904824
682,2,1,Basal,ECOR44,0.6101,24,27.92495147
683,2,1,Basal,ECOR44,0.6142,18,20.83273756
684,2,1,Basal,ECOR44,0.5264,40,46.84234781
685,2,1,Basal,ECOR44,0.1392,4,4.334089171
686,2,1,Basal,ECOR44,0.596,17,19.6605626
687,2,1,Basal,ECOR44,0.589,16,18.47511541
688,2,1,Basal,ECOR44,0.5792,29,33.82117631
689,2,1,Basal,ECOR44,0.5576,33,38.5535055
690,2,1,Basal,ECOR44,0.4798,11,12.59323161
691,2,1,Basal,ECOR44,0.6167,22,25.56696688
692,2,1,Basal,ECOR44,0.621,23,26.74777549
693,2,1,Basal,ECOR44,0.6228,19,22.03313571
694,2,1,Basal,ECOR44,0.435,10,11.40458399
695,2,1,Basal,ECOR44,0.5386,13,14.93658967
696,2,1,Basal,ECOR44,0.5653,32,37.37599305
697,2,1,Basal,ECOR44,0.6167,21,24.39017195
698,2,1,Basal,ECOR43,0.8517,25,29.10895377
699,2,1,Basal,ECOR43,0.8351,23,26.74754673
700,2,1,Basal,ECOR43,0.7111,22,25.56673813
701,2,1,Basal,ECOR43,0.4997,7,7.865768028
702,2,1,Basal,ECOR43,0.5922,10,11.40435523
703,2,1,Basal,ECOR43,0.6329,34,39.72390127
704,2,1,Basal,ECOR43,0.75,39,45.67615304
705,2,1,Basal,ECOR43,0.6747,17,19.66033366
706,2,1,Basal,ECOR43,0.7462,32,37.37576425
707,2,1,Basal,ECOR43,0.7922,30,35.00864675
708,2,1,Basal,ECOR43,0.5556,9,10.2163661
709,2,1,Basal,ECOR43,0.3635,5,5.516990844
710,2,1,Basal,ECOR43,0.6903,20,23.21658305
711,2,1,Basal,ECOR43,0.6944,31,36.19881944
712,2,1,Basal,ECOR43,0.2712,4,4.333860417
713,2,1,Basal,ECOR43,0.439,6,6.69407694
714,2,1,Basal,ECOR43,0.6165,12,13.76564887
715,2,1,Basal,ECOR43,0.6476,33,38.55327651
716,2,1,Basal,ECOR43,0.0484,1,0.811713429
717,2,1,Basal,ECOR43,0.6486,14,16.11684454
718,2,1,Basal,ECOR43,0.536,8,9.038718006
719,2,1,Basal,ECOR43,0.7527,37,43.3036082
720,2,1,Basal,ECOR43,0.8592,29,33.82094751
721,2,1,Basal,ECOR43,0.658,15,17.29343838
722,2,1,Basal,ECOR43,0.6308,13,14.93636096
723,2,1,Basal,ECOR43,0.6605,16,18.4748867
724,2,1,Basal,ECOR43,0.6906,18,20.83250881
725,2,1,Basal,ECOR43,0.8378,27,31.46259381
726,2,1,Basal,ECOR43,0.6263,41,48.00987066
727,2,1,Basal,ECOR43,0.8454,26,30.28997699
728,2,1,Basal,ECOR43,0.1532,3,3.156465527
729,2,1,Basal,ECOR43,0.7957,24,27.92472267
730,2,1,Basal,ECOR43,0.5929,11,12.59300281
731,2,1,Basal,ECOR43,0.6427,40,46.84211896
732,2,1,Basal,ECOR43,0.6328,35,40.9124465
733,2,1,Basal,ECOR43,0.7201,21,24.3899432
734,2,1,Basal,ECOR43,0.845,28,32.63896461
735,2,1,Basal,ECOR43,0.6474,36,42.12161272
736,2,1,Basal,ECOR43,0.6983,19,22.03290678
737,2,1,Basal,ECOR43,0.0698,2,1.98270025
738,2,1,Basal,ECOR43,0.7391,38,44.49296043
739,2,1,Basal,ECOR37,0.4381,38,44.49273163
740,2,1,Basal,ECOR37,0.5424,25,29.10872501
741,2,1,Basal,ECOR37,0.5655,21,24.38971444
742,2,1,Basal,ECOR37,0.4982,9,10.2161374
743,2,1,Basal,ECOR37,0.5707,20,23.2163543
744,2,1,Basal,ECOR37,0.5069,30,35.00841799
745,2,1,Basal,ECOR37,0.5605,22,25.56650937
746,2,1,Basal,ECOR37,0.4581,36,42.12138369
747,2,1,Basal,ECOR37,0.5504,24,27.92449387
748,2,1,Basal,ECOR37,0.0458,1,0.81148472
749,2,1,Basal,ECOR37,0.585,14,16.1166157
750,2,1,Basal,ECOR37,0.5775,18,20.83228005
751,2,1,Basal,ECOR37,0.5757,19,22.03267784
752,2,1,Basal,ECOR37,0.5469,11,12.59277401
753,2,1,Basal,ECOR37,0.5295,27,31.46236501
754,2,1,Basal,ECOR37,0.2217,4,4.333631662
755,2,1,Basal,ECOR37,0.5633,12,13.76542016
756,2,1,Basal,ECOR37,0.5819,15,17.29320967
757,2,1,Basal,ECOR37,0.5583,23,26.74731798
758,2,1,Basal,ECOR37,0.4185,41,48.00964177
759,2,1,Basal,ECOR37,0.5258,10,11.40412648
760,2,1,Basal,ECOR37,0.4498,8,9.038489297
761,2,1,Basal,ECOR37,0.4675,35,40.91221769
762,2,1,Basal,ECOR37,0.4757,34,39.72367247
763,2,1,Basal,ECOR37,0.4484,37,43.3033794
764,2,1,Basal,ECOR37,0.4359,39,45.67592424
765,2,1,Basal,ECOR37,0.0982,3,3.156236818
766,2,1,Basal,ECOR37,0.4921,32,37.37553545
767,2,1,Basal,ECOR37,0.3208,6,6.693848231
768,2,1,Basal,ECOR37,0.5211,28,32.63873586
769,2,1,Basal,ECOR37,0.4803,33,38.55304753
770,2,1,Basal,ECOR37,0.5374,26,30.28974823
771,2,1,Basal,ECOR37,0.5791,16,18.474658
772,2,1,Basal,ECOR37,0.5638,13,14.93613225
773,2,1,Basal,ECOR37,0.3183,5,5.516762135
774,2,1,Basal,ECOR37,0.4243,40,46.84189011
775,2,1,Basal,ECOR37,0.0525,2,1.982471496
776,2,1,Basal,ECOR37,0.4984,31,36.19859064
777,2,1,Basal,ECOR37,0.3831,7,7.865539318
778,2,1,Basal,ECOR37,0.5146,29,33.82071871
779,2,1,Basal,ECOR37,0.5779,17,19.66010472
780,2,1,Basal,ECOR26,0.2836,6,6.693619522
781,2,1,Basal,ECOR26,0.5679,36,42.12115466
782,2,1,Basal,ECOR26,0.4835,9,10.21590869
783,2,1,Basal,ECOR26,0.0435,1,0.81125601
784,2,1,Basal,ECOR26,0.558,38,44.49250283
785,2,1,Basal,ECOR26,0.6169,23,26.74708922
786,2,1,Basal,ECOR26,0.6172,17,19.65987579
787,2,1,Basal,ECOR26,0.5888,30,35.00818924
788,2,1,Basal,ECOR26,0.6178,18,20.8320513
789,2,1,Basal,ECOR26,0.6187,19,22.0324489
790,2,1,Basal,ECOR26,0.552,39,45.67569544
791,2,1,Basal,ECOR26,0.5436,41,48.00941288
792,2,1,Basal,ECOR26,0.5721,34,39.72344367
793,2,1,Basal,ECOR26,0.6006,27,31.46213621
794,2,1,Basal,ECOR26,0.5975,28,32.6385071
795,2,1,Basal,ECOR26,0.6063,25,29.10849626
796,2,1,Basal,ECOR26,0.575,33,38.55281855
797,2,1,Basal,ECOR26,0.6292,15,17.29298096
798,2,1,Basal,ECOR26,0.5929,29,33.82048991
799,2,1,Basal,ECOR26,0.5877,31,36.19836183
800,2,1,Basal,ECOR26,0.5701,35,40.91198889
801,2,1,Basal,ECOR26,0.5589,11,12.59254521
802,2,1,Basal,ECOR26,0.6192,21,24.38948569
803,2,1,Basal,ECOR26,0.6217,14,16.11638685
804,2,1,Basal,ECOR26,0.6203,22,25.56628062
805,2,1,Basal,ECOR26,0.1034,3,3.156008109
806,2,1,Basal,ECOR26,0.5842,32,37.37530665
807,2,1,Basal,ECOR26,0.2335,5,5.516533426
808,2,1,Basal,ECOR26,0.6179,20,23.21612554
809,2,1,Basal,ECOR26,0.5235,10,11.40389772
810,2,1,Basal,ECOR26,0.3543,7,7.865310609
811,2,1,Basal,ECOR26,0.5863,12,13.76519145
812,2,1,Basal,ECOR26,0.6013,13,14.93590354
813,2,1,Basal,ECOR26,0.6287,16,18.47442929
814,2,1,Basal,ECOR26,0.4212,8,9.038260588
815,2,1,Basal,ECOR26,0.6119,24,27.92426507
816,2,1,Basal,ECOR26,0.0491,2,1.982242741
817,2,1,Basal,ECOR26,0.1918,4,4.333402907
818,2,1,Basal,ECOR26,0.6046,26,30.28951948
819,2,1,Basal,ECOR26,0.5633,37,43.3031506
820,2,1,Basal,ECOR26,0.548,40,46.84166127
821,2,1,Basal,ECOR17,0.3736,6,6.693390813
822,2,1,Basal,ECOR17,0.5921,15,17.29275225
823,2,1,Basal,ECOR17,0.6026,30,35.00796048
824,2,1,Basal,ECOR17,0.5856,14,16.11615801
825,2,1,Basal,ECOR17,0.5686,13,14.93567483
826,2,1,Basal,ECOR17,0.6353,22,25.56605186
827,2,1,Basal,ECOR17,0.6339,23,26.74686047
828,2,1,Basal,ECOR17,0.5963,32,37.37507785
829,2,1,Basal,ECOR17,0.5579,38,44.49227403
830,2,1,Basal,ECOR17,0.5754,36,42.12092564
831,2,1,Basal,ECOR17,0.6388,20,23.21589679
832,2,1,Basal,ECOR17,0.6108,29,33.82026111
833,2,1,Basal,ECOR17,0.589,33,38.55258956
834,2,1,Basal,ECOR17,0.2874,5,5.516304716
835,2,1,Basal,ECOR17,0.5814,9,10.21567998
836,2,1,Basal,ECOR17,0.6321,25,29.1082675
837,2,1,Basal,ECOR17,0.5521,39,45.67546664
838,2,1,Basal,ECOR17,0.5564,10,11.40366897
839,2,1,Basal,ECOR17,0.5468,40,46.84143242
840,2,1,Basal,ECOR17,0.0652,2,1.982013986
841,2,1,Basal,ECOR17,0.2017,4,4.333174152
842,2,1,Basal,ECOR17,0.5654,12,13.76496274
843,2,1,Basal,ECOR17,0.6015,16,18.47420058
844,2,1,Basal,ECOR17,0.6155,28,32.63827835
845,2,1,Basal,ECOR17,0.554,11,12.59231641
846,2,1,Basal,ECOR17,0.5641,37,43.3029218
847,2,1,Basal,ECOR17,0.4447,7,7.8650819
848,2,1,Basal,ECOR17,0.1121,3,3.1557794
849,2,1,Basal,ECOR17,0.0499,1,0.811027301
850,2,1,Basal,ECOR17,0.621,27,31.46190741
851,2,1,Basal,ECOR17,0.6083,17,19.65964685
852,2,1,Basal,ECOR17,0.6289,19,22.03221996
853,2,1,Basal,ECOR17,0.5839,34,39.72321487
854,2,1,Basal,ECOR17,0.632,24,27.92403627
855,2,1,Basal,ECOR17,0.602,31,36.19813303
856,2,1,Basal,ECOR17,0.6158,18,20.83182254
857,2,1,Basal,ECOR17,0.5693,8,9.038031879
858,2,1,Basal,ECOR17,0.6399,21,24.38925693
859,2,1,Basal,ECOR17,0.6249,26,30.28929072
860,2,1,Basal,ECOR17,0.5372,41,48.00918399
861,2,1,Basal,ECOR17,0.5765,35,40.91176009
862,2,1,Basal,ECOR5,0.3858,9,10.21545127
863,2,1,Basal,ECOR5,0.2774,6,6.693162104
864,2,1,Basal,ECOR5,0.6528,27,31.46167861
865,2,1,Basal,ECOR5,0.0477,1,0.810798592
866,2,1,Basal,ECOR5,0.6534,28,32.63804959
867,2,1,Basal,ECOR5,0.6688,30,35.00773173
868,2,1,Basal,ECOR5,0.6367,20,23.21566803
869,2,1,Basal,ECOR5,0.6346,19,22.03199103
870,2,1,Basal,ECOR5,0.5361,14,16.11592916
871,2,1,Basal,ECOR5,0.2489,5,5.516076007
872,2,1,Basal,ECOR5,0.3174,7,7.864853191
873,2,1,Basal,ECOR5,0.6626,23,26.74663171
874,2,1,Basal,ECOR5,0.0789,2,1.981785231
875,2,1,Basal,ECOR5,0.1649,3,3.155550691
876,2,1,Basal,ECOR5,0.6585,39,45.67523783
877,2,1,Basal,ECOR5,0.6591,38,44.49204523
878,2,1,Basal,ECOR5,0.6548,33,38.55236058
879,2,1,Basal,ECOR5,0.6552,41,48.0089551
880,2,1,Basal,ECOR5,0.6583,22,25.56582311
881,2,1,Basal,ECOR5,0.3532,8,9.037803169
882,2,1,Basal,ECOR5,0.5573,16,18.47397187
883,2,1,Basal,ECOR5,0.8595,18,20.83159379
884,2,1,Basal,ECOR5,0.4557,11,12.59208761
885,2,1,Basal,ECOR5,0.6801,32,37.37484905
886,2,1,Basal,ECOR5,0.6673,36,42.12069661
887,2,1,Basal,ECOR5,0.557,15,17.29252354
888,2,1,Basal,ECOR5,0.4877,12,13.76473403
889,2,1,Basal,ECOR5,0.6543,25,29.10803875
890,2,1,Basal,ECOR5,0.578,17,19.65941791
891,2,1,Basal,ECOR5,0.6562,26,30.28906197
892,2,1,Basal,ECOR5,0.6529,34,39.72298607
893,2,1,Basal,ECOR5,0.2293,4,4.332945398
894,2,1,Basal,ECOR5,0.6545,24,27.92380747
895,2,1,Basal,ECOR5,0.6713,37,43.302693
896,2,1,Basal,ECOR5,0.4211,10,11.40344021
897,2,1,Basal,ECOR5,0.6455,21,24.38902818
898,2,1,Basal,ECOR5,0.6639,31,36.19790423
899,2,1,Basal,ECOR5,0.6556,35,40.91153129
900,2,1,Basal,ECOR5,0.5163,13,14.93544612
901,2,1,Basal,ECOR5,0.6582,29,33.82003231
902,2,1,Basal,ECOR5,0.655,40,46.84120358
903,2,1,Basal,ECOR62,0.5896,35,40.91130249
904,2,1,Basal,ECOR62,0.5597,11,12.59185881
905,2,1,Basal,ECOR62,0.6186,20,23.21543928
906,2,1,Basal,ECOR62,0.6158,19,22.03176209
907,2,1,Basal,ECOR62,0.1656,3,3.155321981
908,2,1,Basal,ECOR62,0.6077,28,32.63782084
909,2,1,Basal,ECOR62,0.6135,23,26.74640296
910,2,1,Basal,ECOR62,0.0469,1,0.810569883
911,2,1,Basal,ECOR62,0.6007,33,38.5521316
912,2,1,Basal,ECOR62,0.6213,14,16.11570031
913,2,1,Basal,ECOR62,0.5202,10,11.40321146
914,2,1,Basal,ECOR62,0.6156,17,19.65918897
915,2,1,Basal,ECOR62,0.552,41,48.0087262
916,2,1,Basal,ECOR62,0.4192,8,9.03757446
917,2,1,Basal,ECOR62,0.6225,18,20.83136503
918,2,1,Basal,ECOR62,0.5853,36,42.12046758
919,2,1,Basal,ECOR62,0.0767,2,1.981556476
920,2,1,Basal,ECOR62,0.6045,30,35.00750297
921,2,1,Basal,ECOR62,0.5733,38,44.49181643
922,2,1,Basal,ECOR62,0.608,31,36.19767543
923,2,1,Basal,ECOR62,0.6054,29,33.81980351
924,2,1,Basal,ECOR62,0.6116,26,30.28883321
925,2,1,Basal,ECOR62,0.617,16,18.47374316
926,2,1,Basal,ECOR62,0.6198,13,14.93521741
927,2,1,Basal,ECOR62,0.6157,22,25.56559435
928,2,1,Basal,ECOR62,0.6098,27,31.46144981
929,2,1,Basal,ECOR62,0.6145,21,24.38879942
930,2,1,Basal,ECOR62,0.4659,9,10.21522256
931,2,1,Basal,ECOR62,0.2961,6,6.692933395
932,2,1,Basal,ECOR62,0.5704,39,45.67500903
933,2,1,Basal,ECOR62,0.6136,25,29.10780999
934,2,1,Basal,ECOR62,0.3568,7,7.864624482
935,2,1,Basal,ECOR62,0.6017,32,37.37462025
936,2,1,Basal,ECOR62,0.6097,15,17.29229483
937,2,1,Basal,ECOR62,0.5804,37,43.3024642
938,2,1,Basal,ECOR62,0.5978,12,13.76450532
939,2,1,Basal,ECOR62,0.2188,4,4.332716643
940,2,1,Basal,ECOR62,0.6143,24,27.92357867
941,2,1,Basal,ECOR62,0.5629,40,46.84097473
942,2,1,Basal,ECOR62,0.2445,5,5.515847298
943,2,1,Basal,ECOR62,0.5944,34,39.72275727
944,2,1,Basal,ECOR55,0.4434,11,12.59163001
945,2,1,Basal,ECOR55,0.5963,27,31.46122101
946,2,1,Basal,ECOR55,0.5675,14,16.11547147
947,2,1,Basal,ECOR55,0.5937,37,43.3022354
948,2,1,Basal,ECOR55,0.2532,6,6.692704685
949,2,1,Basal,ECOR55,0.6018,30,35.00727422
950,2,1,Basal,ECOR55,0.5638,20,23.21521052
951,2,1,Basal,ECOR55,0.5627,19,22.03153315
952,2,1,Basal,ECOR55,0.6008,31,36.19744663
953,2,1,Basal,ECOR55,0.5961,26,30.28860446
954,2,1,Basal,ECOR55,0.3308,8,9.037345751
955,2,1,Basal,ECOR55,0.5886,38,44.49158763
956,2,1,Basal,ECOR55,0.6022,29,33.81957471
957,2,1,Basal,ECOR55,0.2259,5,5.515618589
958,2,1,Basal,ECOR55,0.0896,3,3.155093272
959,2,1,Basal,ECOR55,0.58,22,25.5653656
960,2,1,Basal,ECOR55,0.6022,34,39.72252846
961,2,1,Basal,ECOR55,0.5128,13,14.9349887
962,2,1,Basal,ECOR55,0.5991,28,32.63759208
963,2,1,Basal,ECOR55,0.045,1,0.810341174
964,2,1,Basal,ECOR55,0.6158,15,17.29206612
965,2,1,Basal,ECOR55,0.4795,12,13.76427662
966,2,1,Basal,ECOR55,0.5463,17,19.65896004
967,2,1,Basal,ECOR55,0.3676,9,10.21499385
968,2,1,Basal,ECOR55,0.5989,36,42.12023855
969,2,1,Basal,ECOR55,0.601,33,38.55190262
970,2,1,Basal,ECOR55,0.4066,10,11.40298271
971,2,1,Basal,ECOR55,0.5766,18,20.83113628
972,2,1,Basal,ECOR55,0.1625,4,4.332487888
973,2,1,Basal,ECOR55,0.5776,21,24.38857067
974,2,1,Basal,ECOR55,0.6008,32,37.37439145
975,2,1,Basal,ECOR55,0.5852,23,26.7461742
976,2,1,Basal,ECOR55,0.5855,39,45.67478023
977,2,1,Basal,ECOR55,0.5805,40,46.84074588
978,2,1,Basal,ECOR55,0.5911,24,27.92334987
979,2,1,Basal,ECOR55,0.2903,7,7.864395773
980,2,1,Basal,ECOR55,0.5361,16,18.47351445
981,2,1,Basal,ECOR55,0.5937,25,29.10758124
982,2,1,Basal,ECOR55,0.5772,41,48.00849731
983,2,1,Basal,ECOR55,0.6008,35,40.91107369
984,2,1,Basal,ECOR55,0.0499,2,1.981327722
